ds,yhat,yhat_lower,yhat_upper,trend,yearly,weekly,monthly,back_to_school
2021-01-01,4.231520893711705,0.0,16.90281476715423,6.20655,-2.6404982086383058,0.4803506465744881,0.10988235577552323,0.0
2021-01-02,19.082142862512878,6.513848144873593,31.849784757448706,6.190799798387097,-2.4073705469319346,-0.1705390151487747,-0.06414737379350792,0.0
2021-01-03,3.959983342782551,0.0,15.45329911097286,6.175049596774194,-2.1204616486301946,0.17766095417354183,-0.2722655595349905,0.0
2021-01-04,3.6592562011050767,0.0,16.30991463436057,6.15929939516129,-1.7802996261177817,-0.2544645090338359,-0.4652790589045962,0.0
2021-01-05,4.516729638707011,0.0,16.899016076358993,6.143549193548387,-1.3885279368857628,0.35888837208569896,-0.5971799900413131,0.0
2021-01-06,4.57723476013172,0.0,18.098028511391842,6.127798991935484,-0.9479099539599377,0.0343571513493991,-0.6370114291932255,0.0
2021-01-07,4.447522963636355,0.0,17.102316648360834,6.11204879032258,-0.46230843517418346,-0.6262536000004087,-0.5759637915116331,0.0
2021-01-08,6.212145703456377,0.0,18.33651316616617,6.0962985887096774,0.06336008719230232,0.4803506465750991,-0.42786361902070164,0.0
2021-01-09,6.309791944962771,0.0,19.231856751740178,6.0805483870967745,0.6231953822343468,-0.17053901514894249,-0.2234128092194077,0.0
2021-01-10,7.452359195284321,0.0,21.243020882828763,6.064798185483871,1.2104068639262535,0.17766095417405028,-0.0005068082998538163,0.0
2021-01-11,7.817979365734649,0.0,20.58511291305125,6.049047983870968,1.817428444281953,-0.2544645090347901,0.20596744661651828,0.0
2021-01-12,9.199851587733574,0.0,22.111396839240623,6.033297782258065,2.436052615152926,0.3588883720879221,0.37161281823466175,0.0
2021-01-13,9.59480120684653,0.0,23.282290298128554,6.017547580645162,3.057581004966802,0.03435715134961515,0.4853154698849508,0.0
2021-01-14,9.595787800039895,0.0,23.251155742144114,6.001797379032258,3.6729882458980034,-0.6262536000029071,0.5472557751125415,0.0
2021-01-15,11.303289919304042,0.0,24.17428064522097,5.986047177419355,4.273095648640194,0.4803506465757102,0.563796446668782,0.0
2021-01-16,11.190406621843508,0.0,24.677473356446345,5.970296975806452,4.84875092435191,-0.17053901514932968,0.5418977368344765,0.0
2021-01-17,12.008813691481524,0.8844745293890818,25.216504226090347,5.954546774193549,5.391010023303023,0.17766095417353123,0.48559593981142163,0.0
2021-01-18,11.971602983143846,0.0,24.564075106886925,5.938796572580646,5.891317081537925,-0.25446450903631973,0.3959538380615948,0.0
2021-01-19,12.897840753669152,0.0,26.848382027915846,5.923046370967742,6.341678482700629,0.35888837208725893,0.27422752791352323,0.0
2021-01-20,12.80295207646069,0.2972790467755704,25.96337072685389,5.907296169354839,6.734827152024687,0.034357151349831146,0.12647160373133137,0.0
2021-01-21,12.296707713110916,0.0,24.867452103163796,5.891545967741936,7.064373400758897,-0.6262536000011284,-0.03295805538879118,0.0
2021-01-22,13.499857507031093,0.4225952870102328,26.22864124440988,5.875795766129032,7.324938927442328,0.48035064657429105,-0.18122783311455692,0.0
2021-01-23,12.910670792448071,0.2378233470129243,26.81952929119717,5.860045564516129,7.512270950673485,-0.1705390151497171,-0.2911067075918252,0.0
2021-01-24,13.306836637658868,0.0,26.26427164781824,5.844295362903226,7.623333887358923,0.17766095417447275,-0.3384535667777533,0.0
2021-01-25,12.91976870916469,0.0,24.3944062811009,5.828545161290323,7.656376490715651,-0.2544645090330247,-0.3106884338082603,0.0
2021-01-26,7.505782990148385,0.0,20.25512554460046,5.8127949596774195,7.610972911257685,0.3588883720865958,-0.21309325287331743,0.0
2021-01-27,20.507537551438354,8.00358134282688,33.11111904910751,5.797044758064517,7.488036728689715,0.03435715135235357,-0.07023108666823086,0.0
2021-01-28,20.449301759236295,7.465997318095882,33.361125825802,5.781294556451614,7.289807608974032,-0.626253600001488,0.0787131938121417,0.0
2021-01-29,6.23231948842052,0.0,18.266743154717986,5.76554435483871,7.019810854422952,0.48035064657383714,0.18979363258502252,0.0
2021-01-30,5.59527839749587,0.0,17.906933495775277,5.749794153225807,6.682790720844826,-0.17053901514988476,0.22659253857512193,0.0
2021-01-31,19.529368958197587,6.361412400380904,32.55081731840891,5.734043951612904,6.284618960243014,0.1776609541739537,0.1711450921677165,0.0
2021-02-01,17.093468641211896,3.442912074670165,30.14199368143717,5.71829375,5.832180596463534,-0.2544645090345544,0.029958803782918438,0.0
2021-02-02,18.630774475517523,5.458626906425221,31.478275124762778,5.702543548387097,5.333239441767121,0.35888837208596636,-0.16693688672265986,0.0
2021-02-03,18.803591178738564,5.518297042274724,31.643308115529774,5.686793346774194,4.796286302825005,0.0343571513525696,-0.37376562221320503,0.0
2021-02-04,1.9559334106825093,0.0,14.806667220550635,5.67104314516129,4.2303731951330334,-0.6262535999997092,-0.5412693296121066,0.0
2021-02-05,1.9755971616659145,0.0,15.110254613134353,5.655292943548387,3.644937176909393,0.48035064657551313,-0.6297136053673791,0.0
2021-02-06,11.271708399251878,0.0,23.796514073411103,5.639542741935484,3.0496176207847934,-0.17053901514841424,-0.6187229483199842,0.0
2021-02-07,1.0196645352448792,0.0,14.275374200072106,5.623792540322581,2.454070859776378,0.1776609541744622,-0.5111698190285419,0.0
2021-02-08,34.47830760077711,21.88728361856139,47.423479989317144,5.608042338709677,1.8677861711011532,-0.25446450903367174,-0.3303564000000495,0.0
