ds,yhat,yhat_lower,yhat_upper,trend,yearly,weekly,monthly,back_to_school
2021-01-01,0.04482776420446552,0.0,0.6686775536386855,0.05486455270420889,-0.05857259362973117,0.011097848495027438,-0.01012739629747318,0.0
2021-01-02,0.08130909883199772,0.0,0.688619729627443,0.05484397088473417,-0.056343743612698075,0.036686478216525535,0.007317909700215033,0.0
2021-01-03,0.010984712272943785,0.0,0.5635077370489927,0.05482338906525944,-0.053772307883637474,-0.010241559846089132,0.02011529719672514,0.0
2021-01-04,0.026197040924312485,0.0,0.5714065849646413,0.054802807245784714,-0.05096033519139359,-0.00402741889675507,0.02604472283666098,0.0
2021-01-05,0.001137652733711656,0.0,0.5149040135489842,0.05478222542630999,-0.04801491700033494,-0.03064135925888682,0.025011056930137533,0.0
2021-01-06,0.035814282140695264,0.0,0.6355148880626198,0.05476164360683526,-0.045044640698702336,0.006667851415800247,0.018803009100627047,0.0
2021-01-07,0.013413678117919815,0.0,0.5818985541186217,0.05474106178736054,-0.04215604333799918,-0.009541840125638554,0.010281332899569152,0.0
2021-01-08,0.02910170533100473,0.0,0.5238808834009647,0.05472047996788581,-0.03945017551140052,0.011097848495017226,0.002318138016162503,0.0
2021-01-09,0.05257885447419324,0.0,0.6285806487581418,0.054699898148411086,-0.0370193803274017,0.03668647821654623,-0.00312379115397976,0.0
2021-01-10,0.0040426990354830465,0.0,0.5586924217122111,0.05467931632893636,-0.034944384664169735,-0.010241559845989696,-0.005458822533764516,0.0
2021-01-11,0.012043903770143393,0.0,0.5587873607285774,0.05465873450946163,-0.033291789266479695,-0.004027418896722155,-0.005367573249930117,0.0
2021-01-12,0.0,0.0,0.49630827769523234,0.05463815268998691,-0.03211203111640329,-0.030641359258909318,-0.004206873560906162,0.0
2021-01-13,0.026986395885836317,0.0,0.6531636613345597,0.05461757087051218,-0.031437876292750376,0.006667851415781041,-0.0032188615946072015,0.0
2021-01-14,0.010948145779493289,0.0,0.5621973031609142,0.05459698905103746,-0.031283484710202335,-0.00954184012548869,-0.0028830155225654385,0.0
2021-01-15,0.031842041181100636,0.0,0.6035411867752112,0.054576407231562735,-0.03164407021938504,0.011097848495007018,-0.002684591033850774,0.0
2021-01-16,0.05902689231981617,0.0,0.6564433298094239,0.054555825412088005,-0.03249616110416719,0.0366864782164631,-0.0013956821578347833,0.0
2021-01-17,0.012826347631548211,0.0,0.5798374322272972,0.05453524359261328,-0.033798447594118874,-0.010241559846029551,0.0022495505610385337,0.0
2021-01-18,0.024051129047204804,0.0,0.52680111683611,0.05451466177313855,-0.03549318517263857,-0.004027418896737718,0.00877239837721829,0.0
2021-01-19,0.003754526641338355,0.0,0.5799309328195563,0.05449407995366383,-0.037508105739994746,-0.030641359258888463,0.017402881043736364,0.0
2021-01-20,0.04855662132009916,0.0,0.6415311017284149,0.054473498134189106,-0.03975877357909882,0.006667851415761831,0.02603199614369784,0.0
2021-01-21,0.0351004488440079,0.0,0.5589963671474139,0.05445291631471438,-0.042151310013897964,-0.009541840125574878,0.03173870785604397,0.0
2021-01-22,0.05409957678036576,0.0,0.6219344359111385,0.054432334495239654,-0.044585400022242656,0.011097848494898687,0.03174213781246813,0.0
2021-01-23,0.07099963602495997,0.0,0.6465522983564653,0.054411752675764924,-0.04695748616807135,0.03668647821637998,0.024451706895504674,0.0
2021-01-24,0.005226163581066324,0.0,0.5492289948169766,0.0543911708562902,-0.04916405026667575,-0.010241559846005433,0.010226993839210663,0.0
2021-01-25,0.0,0.0,0.5422829352200156,0.05437058903681548,-0.051104881318532115,-0.004027418896730397,-0.0084584874087704,0.0
2021-01-26,0.0,0.0,0.4384976107819241,0.05435000721734074,-0.05268622947026328,-0.030641359258867615,-0.027555861826459797,0.0
2021-01-27,0.0,0.0,0.5278833390210058,0.05432942539786602,-0.05382375002596841,0.0066678514157361354,-0.04254177069981406,0.0
2021-01-28,0.0,0.0,0.448411361154204,0.05430884357839129,-0.054445148681919464,-0.00954184012554304,-0.04973724980143241,0.0
2021-01-29,0.0,0.0,0.5055448070859585,0.054288261758916566,-0.05449244895354516,0.01109784849501159,-0.04741303397574452,0.0
2021-01-30,0.0,0.0,0.5545747457419139,0.054267679939441836,-0.05392381488640651,0.03668647821640067,-0.03631279789286717,0.0
2021-01-31,0.0,0.0,0.4884907615089184,0.05424709811996711,-0.052714876206331765,-0.010241559846045287,-0.01941858506463141,0.0
2021-02-01,0.0,0.0,0.5428345105136481,0.05422651630049239,-0.05085951862499484,-0.004027418896745961,-0.0010375244218427894,0.0
2021-02-02,0.0,0.0,0.5570227892964716,0.05420593448101766,-0.048370118591856505,-0.03064135925890725,0.01448415840489126,0.0
2021-02-03,0.02192462617899491,0.0,0.5928798255708834,0.05418535266154294,-0.045277218859172554,0.006667851415716923,0.02399479073939436,0.0
2021-02-04,0.013915250540026503,0.0,0.5417677559235892,0.05416477084206821,-0.041628658280814274,-0.009541840125629229,0.026323270703757312,0.0
2021-02-05,0.04197215367119775,0.0,0.618052570534529,0.054144189022593485,-0.037488185778665056,0.011097848494878262,0.022387989227763073,0.0
2021-02-06,0.05604668339905306,0.0,0.6736735993225835,0.05412360720311876,-0.03293360388380877,0.03668647821664519,0.014639742955620604,0.0
2021-02-07,0.027017865517258363,0.0,0.5372097496967494,0.05410302538364403,-0.028054501230314673,-0.010241559845945854,0.006077697084475863,0.0
2021-02-08,0.013633614172758286,0.0,0.5285677640405861,0.0540824438471205,-0.022949645431876137,-0.004027418896750076,-0.0007883825774119155,0.0
2021-02-09,0.0076126524341946274,0.0,0.5745979616088175,0.054061862310596974,-0.017724117553085214,-0.030641359258929756,-0.004661696000744043,0.0
2021-02-10,0.04682447726013443,0.0,0.6713284834070017,0.05404128077407345,-0.01248627661613586,0.006667851415787275,-0.005638399442407861,0.0
2021-02-11,0.037443619452600656,0.0,0.6446077890501722,0.054020699237549916,-0.007344647057657474,-0.00954184012559739,-0.004831478829526954,0.0
2021-02-12,0.06678908988688871,0.0,0.6773807351476602,0.05400011770102639,-0.002404823653520689,0.01109784849499117,-0.0036382281646973828,0.0
2021-02-13,0.08145569881064922,0.0,0.661826298741073,0.053979536164502864,0.002233512867633444,0.03668647821656207,-0.0029791427641548164,0.0
2021-02-14,0.05066194431705646,0.0,0.5895404637316537,0.053958954627979325,0.006479380436491172,-0.010241559845985708,-0.0028332118990147272,0.0
2021-02-15,0.035032299286436704,0.0,0.5781633002921003,0.0539383730914558,0.010252998222687174,-0.004027418896765635,-0.002264169738083915,0.0
2021-02-16,0.02746557298645911,0.0,0.628486654139981,0.053917791554932266,0.013487934215076828,-0.030641359258865547,7.400638562749506e-05,0.0
2021-02-17,0.068038564602087,0.0,0.6615423349007914,0.05389721001840874,0.016132836288470245,0.0066678514156785045,0.005165710395380471,0.0
2021-02-18,0.061679633595409275,0.0,0.6836574322043649,0.053876628481885215,0.018152698489853666,-0.009541840125592928,0.012928113497045167,0.0
2021-02-19,0.09662727397733614,0.0,0.6770302011222737,0.05385604694536168,0.01952962890106296,0.011097848494980961,0.02189088340257085,0.0
2021-02-20,0.15053330014596725,0.0,0.7880073537291958,0.05383546540883816,0.0202631009750615,0.03668647821647894,0.029440529538324985,0.0
2021-02-21,0.10134799982228201,0.0,0.7255155502195441,0.053814883872314624,0.020369686216816056,-0.01024155984596159,0.03259187368869908,0.0
2021-02-22,0.1037201206277796,0.0,0.7484382748027041,0.0537943023357911,0.019882281991217707,-0.004027418896769754,0.02903723636046491,0.0
2021-02-23,0.061920806357110426,0.0,0.6915592251933367,0.05377372079926757,0.018848863602573325,-0.030641359258948543,0.018098124611146033,0.0
2021-02-24,0.08216827003959429,0.0,0.6239581821193478,0.05375313926274403,0.017330804129411674,0.006667851415748855,0.0012148911214449637,0.0
2021-02-25,0.04221559676232504,0.0,0.6379242456046781,0.05373255772622051,0.015400818382927449,-0.00954184012556109,-0.018242707372953134,0.0
2021-02-26,0.04302266297046224,0.0,0.6244107488616923,0.05371197618969698,0.01314059839598718,0.01109784849509387,-0.035827518659220244,0.0
2021-02-27,0.0552095131446095,0.0,0.6163306251182092,0.05369139465317345,0.010638216715367656,0.03668647821649964,-0.047276751715127796,0.0
2021-02-28,0.0016383526711476293,0.0,0.5508127638639102,0.053670813116649924,0.007985380201043186,-0.010241559846065411,-0.04977762143612801,0.0
2021-03-01,0.012152616215820821,0.0,0.5852654203051644,0.05365023158012639,0.005274620849328079,-0.004027418896736846,-0.04281806750023422,0.0
2021-03-02,0.0,0.0,0.5689687966406847,0.053629650043602865,0.002596511251131596,-0.030641359258884338,-0.028337563029279478,0.0
2021-03-03,0.05146719173295829,0.0,0.6261540205105018,0.05360906850707934,3.699065322773243e-05,0.006667851415819204,-0.010127396297471971,0.0
2021-03-04,0.05026177206334351,0.0,0.6365906415573193,0.05358848697055581,-0.0023251167204656068,-0.009541840125647278,0.007317909700224995,0.0
2021-03-05,0.035039121178988365,0.0,0.6262911925550947,0.053567905434032274,-0.00442031626174196,0.011097848494862417,0.020115297196702034,0.0
2021-03-06,0.062053486543771234,0.0,0.7620873000197397,0.05354732389750875,-0.006190324779453904,0.03668647821643267,0.026044722836656584,0.0
2021-03-07,0.01570474629527778,0.0,0.5914895801957758,0.053526742360985216,-0.007589564918652252,-0.010241559846041293,0.02501105693015521,0.0
2021-03-08,0.0026441213101744284,0.0,0.6068114497952228,0.05350616082446169,-0.008586230355596776,-0.004027418896740965,0.018803009100623474,0.0
2021-03-09,2.105585486619429,1.0211586493527447,3.735295322173248,0.05348557928793816,-0.009162893902769205,-0.03064135925890684,0.01028133289955764,0.0
2021-03-10,0.05457130857639484,0.0,0.6137037336752202,0.05346499775141463,-0.009316645416483478,0.006667851415799993,0.0023181380161644387,0.0
2021-03-11,0.032228465092283644,0.0,0.5748468459176053,0.053444416214891106,-0.009058761473808024,-0.00954184012549741,-0.0031237911539752504,0.0
2021-03-12,0.05195352642691724,0.0,0.6047938220192295,0.053423834678367574,-0.00841392370001758,0.01109784849485221,-0.005458822533758776,0.0
2021-03-13,0.08036953126753765,0.0,0.6604112688138568,0.05340325314184405,-0.007419016914171505,0.036686478216557204,-0.0053675732499463115,0.0
2021-03-14,0.03335695963743105,0.0,0.5520057738297492,0.05338267160532051,-0.006121551471521752,-0.010241559846017179,-0.004206873560915889,0.0
2021-03-15,0.04241281830906975,0.0,0.5967015625808785,0.05336209006879698,-0.004577765904865605,-0.004027418896756521,-0.0032188615946075355,0.0
2021-03-16,0.017111409143120346,0.0,0.5510987678713553,0.05334150853227346,-0.002850475837473404,-0.03064135925888598,-0.0028830155225828195,0.0
2021-03-17,0.05791230721820754,0.0,0.6292433596732314,0.053320927046050015,-0.001006742854139858,0.006667851415863859,-0.0026845910338782054,0.0
2021-03-18,0.04419617713600905,0.0,0.6353769603652619,0.053300345559826566,0.0008845576654430205,-0.009541840125583602,-0.0013956821578407017,0.0
2021-03-19,0.07184595230459256,0.0,0.6731512269250428,0.053279764073603124,0.0027551879847206987,0.011097848494842,0.0022495505610340663,0.0
2021-03-20,0.10877743233283763,0.0,0.6690342071772186,0.05325918258737968,0.004539936830125799,0.036686478216474076,0.008772398377216963,0.0
2021-03-21,0.06884517347874265,0.0,0.6684474035663248,0.05323860110115623,0.006178866213365761,-0.010241559846057032,0.017402881043724762,0.0
2021-03-22,0.0863700820200789,0.0,0.6478157575968917,0.05321801961493279,0.007619341939886776,-0.004027418896712174,0.026031996143680118,0.0
2021-03-23,0.06514673355798745,0.0,0.6342971357688514,0.05319743812870934,0.00881778093372272,-0.030641359258865124,0.03173870785602673,0.0
2021-03-24,0.10663945375052493,0.0,0.6872682145487097,0.0531768566424859,0.00974105810276994,0.006667851415755092,0.031742137812472496,0.0
2021-03-25,0.08159160954085792,0.0,0.6946700684432603,0.05315627515626245,0.010367526899243489,-0.00954184012566979,0.024451706895507377,0.0
2021-03-26,0.08887837930866736,0.0,0.7086245809096485,0.05313569367003901,0.010687620634218692,0.011097848494954907,0.010226993839211242,0.0
2021-03-27,0.09641648243196423,0.0,0.7101691612994243,0.053115112183815566,0.010704015570721693,0.036686478216494775,-0.008458487408820185,0.0
2021-03-28,0.02606229412386724,0.0,0.6038836368638321,0.053094530697592124,0.01043135140058917,-0.01024155984589363,-0.02755586182648403,0.0
2021-03-29,0.01653550185328957,0.0,0.5995183272195916,0.053073949211368675,0.009895519442754689,-0.004027418896727735,-0.04254177069981548,0.0
2021-03-30,0.0,0.0,0.5771000270751909,0.05305336772514523,0.009132543312762378,-0.030641359258844276,-0.049737249801429816,0.0
2021-03-31,0.02068573857061089,0.0,0.5716828348603964,0.053032786238921784,0.008187090445959697,0.006667851415825439,-0.04741303397575419,0.0
2021-04-01,0.01437050908667641,0.0,0.590685650019483,0.05301220475269834,0.00711066527142425,-0.009541840125637953,-0.03631279789286511,0.0
2021-04-02,0.051934060616777064,0.0,0.5939592550163977,0.05299162326647489,0.005959545632252871,0.011097848494846574,-0.01941858506460593,0.0
2021-04-03,0.09791456285682062,0.0,0.7313889843167607,0.05297104178025145,0.004792532879124345,0.036686478216515474,-0.0010375244218424101,0.0
2021-04-04,0.06275187388323511,0.0,0.6463877153209936,0.052950460294028,0.003668592642217391,-0.01024155984599745,0.014484158404889542,0.0
2021-04-05,0.0784682183600808,0.0,0.6265849979331726,0.05292987880780456,0.0026444673897331925,-0.00402741889672041,0.023994790739390655,0.0
2021-04-06,0.05165335771430062,0.0,0.6223060652073586,0.05290929732158112,0.0017723433732424712,-0.03064135925886677,0.026323270703772553,0.0
2021-04-07,0.08658767228824947,0.0,0.6996448130098747,0.05288871583535767,0.0010976533759642362,0.0066678514158062295,0.02238798922775871,0.0
2021-04-08,0.06037554172785799,0.0,0.7017842114715287,0.052868134349134226,0.0006570928497986244,-0.009541840125633489,0.014639742955611861,0.0
